,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수,date,month,rate,weekday,min_c,max_c,rain,snow,PM,state
8527,2019-08-08,22,PM,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,60.0,92996000.0,69.0,2019-08-08,8.0,0.054000000000000006,목,25.9,32.7,0.0,0.0,40.72,보통
8530,2019-08-08,23,PM,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,60.0,1587000.0,4.0,2019-08-08,8.0,0.039,목,25.9,32.7,0.0,0.0,40.72,보통
8531,2019-08-08,23,PM,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,60.0,28570000.0,59.0,2019-08-08,8.0,0.039,목,25.9,32.7,0.0,0.0,40.72,보통
8532,2019-08-08,23,PM,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,60.0,1307000.0,4.0,2019-08-08,8.0,0.039,목,25.9,32.7,0.0,0.0,40.72,보통
8533,2019-08-08,23,PM,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,60.0,83839000.0,187.0,2019-08-08,8.0,0.039,목,25.9,32.7,0.0,0.0,40.72,보통
8537,2019-08-09,1,AM,100721,202111,로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,속옷,89900,55.16666666666666,41650000.0,464.0,2019-08-09,8.0,0.008,금,26.0,34.6,0.0,0.0,27.28,좋음
8543,2019-08-09,6,AM,100352,201144,마르엘라로사티 휘메일 풀스킨 하이넥 밍크코트 1종,의류,2490000,60.0,64147000.0,26.0,2019-08-09,8.0,0.012,금,26.0,34.6,0.0,0.0,27.28,좋음
8545,2019-08-09,7,AM,100460,201421,크리스티나앤코 썸머플리츠세트(8월),의류,29000,60.0,97873000.0,3375.0,2019-08-09,8.0,0.028999999999999998,금,26.0,34.6,0.0,0.0,27.28,좋음
8548,2019-08-09,9,AM,100031,200048,생쥴랑 14K 베스트 귀걸이 5종 컬렉션 (14K골드 5종),잡화,139000,60.0,62253000.0,448.0,2019-08-09,8.0,0.057999999999999996,금,26.0,34.6,0.0,0.0,27.28,좋음
8557,2019-08-09,10,AM,100742,202180,도스문도스 카이만 엠보 소가죽 핸드백 1종(역시즌),잡화,79000,60.0,93003000.0,1178.0,2019-08-09,8.0,0.057999999999999996,금,26.0,34.6,0.0,0.0,27.28,좋음
8562,2019-08-09,11,AM,100037,200076,프라다 더블지퍼 크로스백,잡화,790000,60.0,0.0,0.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8563,2019-08-09,11,AM,100037,200080,프라다 미란다백,잡화,1590000,60.0,20054000.0,13.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8564,2019-08-09,11,AM,100037,200084,프라다 비텔로 피닉스 모터백,잡화,1620000,60.0,16760000.0,11.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8565,2019-08-09,11,AM,100037,200087,프라다 비텔로 피닉스 보스턴,잡화,1590000,60.0,23320000.0,15.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8566,2019-08-09,11,AM,100037,200109,프라다 테스토 호보백,잡화,1350000,60.0,2866000.0,3.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8567,2019-08-09,11,AM,100037,200110,프라다 투브릿지 선글라스,잡화,248000,60.0,3186000.0,13.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8574,2019-08-09,12,PM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,60.0,29429000.0,229.0,2019-08-09,8.0,0.022000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8575,2019-08-09,12,PM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,60.0,70477000.0,593.0,2019-08-09,8.0,0.022000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8538,2019-08-09,13,PM,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,속옷,29900,60.0,117294000.0,3923.0,2019-08-09,8.0,0.231,금,26.0,34.6,0.0,0.0,27.28,좋음
8539,2019-08-09,14,PM,100440,201361,오가닉뷰티 쿨 번아웃 레이스 란쥬세트,속옷,69900,60.0,100899000.0,1444.0,2019-08-09,8.0,0.038,금,26.0,34.6,0.0,0.0,27.28,좋음
8540,2019-08-09,15,PM,100088,200237,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,100085000.0,1644.0,2019-08-09,8.0,0.07400000000000001,금,26.0,34.6,0.0,0.0,27.28,좋음
8541,2019-08-09,16,PM,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,60.0,135357000.0,2422.0,2019-08-09,8.0,0.018000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8542,2019-08-09,17,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,144182000.0,1314.0,2019-08-09,8.0,0.013000000000000001,금,26.0,34.6,0.0,0.0,27.28,좋음
8544,2019-08-09,18,PM,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,60.0,123816000.0,2068.0,2019-08-09,8.0,0.017,금,26.0,34.6,0.0,0.0,27.28,좋음
8546,2019-08-09,19,PM,100832,202444,청정수산 완도활전복 35미,농수축,59900,60.0,70885000.0,1184.0,2019-08-09,8.0,0.02,금,26.0,34.6,0.0,0.0,27.28,좋음
8547,2019-08-09,20,PM,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,39900,60.0,98198000.0,2462.0,2019-08-09,8.0,0.011000000000000001,금,26.0,34.6,0.0,0.0,27.28,좋음
8549,2019-08-09,21,PM,100148,200436,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,60.0,24974000.0,19.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8550,2019-08-09,21,PM,100148,200445,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,60.0,17992000.0,10.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8551,2019-08-09,21,PM,100148,200454,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,60.0,0.0,0.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8552,2019-08-09,21,PM,100148,200458,무이자 LG 울트라HD TV 75UK7400KNA,가전,3190000,60.0,0.0,0.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8553,2019-08-09,21,PM,100148,200503,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,60.0,5697000.0,5.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8554,2019-08-09,21,PM,100148,200512,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,60.0,59164000.0,36.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8555,2019-08-09,21,PM,100148,200521,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,60.0,0.0,0.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8556,2019-08-09,21,PM,100148,200526,일시불 LG 울트라HD TV 75UK7400KNA,가전,2900000,60.0,20404000.0,8.0,2019-08-09,8.0,0.033,금,26.0,34.6,0.0,0.0,27.28,좋음
8558,2019-08-09,22,PM,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,128000,60.0,10626000.0,84.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8559,2019-08-09,22,PM,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,167000,60.0,47898000.0,287.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8560,2019-08-09,22,PM,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,122000,60.0,15980000.0,131.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8561,2019-08-09,22,PM,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,159000,60.0,81351000.0,512.0,2019-08-09,8.0,0.035,금,26.0,34.6,0.0,0.0,27.28,좋음
8568,2019-08-09,23,PM,100203,200686,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,60.0,19112000.0,26.0,2019-08-09,8.0,0.026000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8569,2019-08-09,23,PM,100203,200690,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,60.0,43346000.0,46.0,2019-08-09,8.0,0.026000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8570,2019-08-09,23,PM,100203,200694,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,60.0,6427000.0,6.0,2019-08-09,8.0,0.026000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8571,2019-08-09,23,PM,100203,200703,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,60.0,33763000.0,49.0,2019-08-09,8.0,0.026000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8572,2019-08-09,23,PM,100203,200707,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,60.0,57065000.0,64.0,2019-08-09,8.0,0.026000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8573,2019-08-09,23,PM,100203,200711,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,60.0,6123000.0,6.0,2019-08-09,8.0,0.026000000000000002,금,26.0,34.6,0.0,0.0,27.28,좋음
8615,2019-08-10,0,AM,100401,201285,골드파일 카로 여행가방 9종 세트,잡화,159000,60.0,29457000.0,186.0,2019-08-10,8.0,0.013000000000000001,토,26.6,36.5,0.0,0.0,21.08,좋음
8576,2019-08-10,1,AM,100644,201964,사용불가미리구운 자연산 바다장어 9팩,농수축,49900,55.16666666666666,41350000.0,829.0,2019-08-10,8.0,0.071,토,26.6,36.5,0.0,0.0,21.08,좋음
8592,2019-08-10,6,AM,100284,200913,실크트리 풍기인견 썸머 풀코디 이지웨어세트,속옷,44000,60.0,63324000.0,1440.0,2019-08-10,8.0,0.027000000000000003,토,26.6,36.5,0.0,0.0,21.08,좋음
8594,2019-08-10,7,AM,100766,202239,참존 탑뉴스 지이링클 기초세트,이미용,59000,60.0,109100000.0,1850.0,2019-08-10,8.0,0.027999999999999997,토,26.6,36.5,0.0,0.0,21.08,좋음
8598,2019-08-10,8,AM,100809,202385,CERINI by PAT 남성 에어 카라티셔츠 4종,의류,59900,60.0,131425000.0,2195.0,2019-08-10,8.0,0.038,토,26.6,36.5,0.0,0.0,21.08,좋음
8602,2019-08-10,9,AM,100352,201140,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,1590000,60.0,87473000.0,56.0,2019-08-10,8.0,0.008,토,26.6,36.5,0.0,0.0,21.08,좋음
8606,2019-08-10,10,AM,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,60.0,135583000.0,91.0,2019-08-10,8.0,0.051,토,26.6,36.5,0.0,0.0,21.08,좋음
8607,2019-08-10,10,AM,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,60.0,115261000.0,85.0,2019-08-10,8.0,0.051,토,26.6,36.5,0.0,0.0,21.08,좋음
8611,2019-08-10,11,AM,100455,201402,NNF 쉬폰 썸머 앙상블세트,의류,29000,60.0,86882000.0,2996.0,2019-08-10,8.0,0.023,토,26.6,36.5,0.0,0.0,21.08,좋음
8616,2019-08-10,12,PM,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,60.0,119789000.0,3010.0,2019-08-10,8.0,0.016,토,26.6,36.5,0.0,0.0,21.08,좋음
8577,2019-08-10,13,PM,100456,201407,NNF 와이드데님팬츠 2종,의류,29000,20.0,43961000.0,1516.0,2019-08-10,8.0,0.053,토,26.6,36.5,0.0,0.0,21.08,좋음
8578,2019-08-10,13,PM,100822,202422,보코 풍기인견 블라우스,의류,39000,40.0,135579000.0,3477.0,2019-08-10,8.0,0.053,토,26.6,36.5,0.0,0.0,21.08,좋음
8579,2019-08-10,14,PM,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,218000,60.0,72208000.0,332.0,2019-08-10,8.0,0.027999999999999997,토,26.6,36.5,0.0,0.0,21.08,좋음
8580,2019-08-10,14,PM,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,208000,60.0,9744000.0,47.0,2019-08-10,8.0,0.027999999999999997,토,26.6,36.5,0.0,0.0,21.08,좋음
8581,2019-08-10,14,PM,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,198000,60.0,13804000.0,70.0,2019-08-10,8.0,0.027999999999999997,토,26.6,36.5,0.0,0.0,21.08,좋음
8582,2019-08-10,14,PM,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,208000,60.0,41734000.0,201.0,2019-08-10,8.0,0.027999999999999997,토,26.6,36.5,0.0,0.0,21.08,좋음
8583,2019-08-10,15,PM,100786,202304,[루이띠에] 18K 베르니아  반지,잡화,750000,60.2,6458000.0,9.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8584,2019-08-10,15,PM,100786,202305,[루이띠에] 18K 베르니아 귀걸이,잡화,490000,60.2,4237000.0,9.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8585,2019-08-10,15,PM,100786,202306,[루이띠에] 18K 베르니아 목걸이,잡화,790000,60.2,10224000.0,13.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8586,2019-08-10,15,PM,100786,202307,[루이띠에] 18K 베르니아 목걸이 팔찌 세트,잡화,2090000,60.2,0.0,0.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8587,2019-08-10,15,PM,100786,202308,[루이띠에] 18K 베르니아 주얼리 세트,잡화,2990000,60.2,70408000.0,24.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8588,2019-08-10,15,PM,100786,202309,[루이띠에] 18K 베르니아 팔찌,잡화,1350000,60.2,17413000.0,13.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8589,2019-08-10,15,PM,100786,202310,[루이띠에] 18K 베르니아 팔찌 반지 세트,잡화,2030000,60.2,8779000.0,5.0,2019-08-10,8.0,0.035,토,26.6,36.5,0.0,0.0,21.08,좋음
8590,2019-08-10,16,PM,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,55900,60.0,148109000.0,2650.0,2019-08-10,8.0,0.049,토,26.6,36.5,0.0,0.0,21.08,좋음
8591,2019-08-10,17,PM,100009,200013,AAB의 든든한 콩국수,농수축,39900,60.0,92222000.0,2312.0,2019-08-10,8.0,0.027000000000000003,토,26.6,36.5,0.0,0.0,21.08,좋음
8593,2019-08-10,18,PM,100253,200864,안동간고등어 20팩,농수축,30900,40.0,72413000.0,2344.0,2019-08-10,8.0,0.016,토,26.6,36.5,0.0,0.0,21.08,좋음
8595,2019-08-10,19,PM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,40.0,16519000.0,129.0,2019-08-10,8.0,0.061,토,26.6,36.5,0.0,0.0,21.08,좋음
8596,2019-08-10,19,PM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,40.0,42809000.0,360.0,2019-08-10,8.0,0.061,토,26.6,36.5,0.0,0.0,21.08,좋음
8597,2019-08-10,19,PM,100253,200864,안동간고등어 20팩,농수축,30900,20.0,36003000.0,1166.0,2019-08-10,8.0,0.061,토,26.6,36.5,0.0,0.0,21.08,좋음
8599,2019-08-10,20,PM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,20.0,17437000.0,136.0,2019-08-10,8.0,0.038,토,26.6,36.5,0.0,0.0,21.08,좋음
8600,2019-08-10,20,PM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,20.0,27442000.0,231.0,2019-08-10,8.0,0.038,토,26.6,36.5,0.0,0.0,21.08,좋음
8601,2019-08-10,20,PM,100098,200271,[라쉬반］FC바로셀로나 에디션 드로즈SET,속옷,119000,40.0,41724000.0,351.0,2019-08-10,8.0,0.038,토,26.6,36.5,0.0,0.0,21.08,좋음
8603,2019-08-10,21,PM,100098,200271,[라쉬반］FC바로셀로나 에디션 드로즈SET,속옷,119000,20.0,65589000.0,552.0,2019-08-10,8.0,0.039,토,26.6,36.5,0.0,0.0,21.08,좋음
8604,2019-08-10,21,PM,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,40.0,65768000.0,44.0,2019-08-10,8.0,0.039,토,26.6,36.5,0.0,0.0,21.08,좋음
8605,2019-08-10,21,PM,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,40.0,70711000.0,53.0,2019-08-10,8.0,0.039,토,26.6,36.5,0.0,0.0,21.08,좋음
8608,2019-08-10,22,PM,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,20.0,36994000.0,25.0,2019-08-10,8.0,0.039,토,26.6,36.5,0.0,0.0,21.08,좋음
8609,2019-08-10,22,PM,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,20.0,52163000.0,39.0,2019-08-10,8.0,0.039,토,26.6,36.5,0.0,0.0,21.08,좋음
8610,2019-08-10,22,PM,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,39900,40.0,66976000.0,1679.0,2019-08-10,8.0,0.039,토,26.6,36.5,0.0,0.0,21.08,좋음
8612,2019-08-10,23,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,40.0,27734000.0,57.0,2019-08-10,8.0,0.0,토,26.6,36.5,0.0,0.0,21.08,좋음
8613,2019-08-10,23,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,40.0,39913000.0,91.0,2019-08-10,8.0,0.0,토,26.6,36.5,0.0,0.0,21.08,좋음
8614,2019-08-10,23,PM,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,39900,20.0,44490000.0,1116.0,2019-08-10,8.0,0.0,토,26.6,36.5,0.0,0.0,21.08,좋음
8659,2019-08-11,0,AM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,20.0,37001000.0,76.0,2019-08-11,8.0,0.08900000000000001,일,26.3,35.7,1.0,0.0,17.04,좋음
8660,2019-08-11,0,AM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,20.0,24774000.0,57.0,2019-08-11,8.0,0.08900000000000001,일,26.3,35.7,1.0,0.0,17.04,좋음
8661,2019-08-11,0,AM,100244,200823,라라츄 틴트 아이브로우 바,이미용,69900,40.0,87035000.0,1246.0,2019-08-11,8.0,0.08900000000000001,일,26.3,35.7,1.0,0.0,17.04,좋음
8617,2019-08-11,1,AM,100244,200823,라라츄 틴트 아이브로우 바,이미용,69900,20.0,69425000.0,994.0,2019-08-11,8.0,0.048,일,26.3,35.7,1.0,0.0,17.04,좋음
8618,2019-08-11,1,AM,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,속옷,29900,35.166666666666664,36060000.0,1207.0,2019-08-11,8.0,0.048,일,26.3,35.7,1.0,0.0,17.04,좋음
8624,2019-08-11,6,AM,100309,200992,닥터 슈퍼 루테인,건강기능,59900,60.0,52264000.0,873.0,2019-08-11,8.0,0.013999999999999999,일,26.3,35.7,1.0,0.0,17.04,좋음
8627,2019-08-11,7,AM,100195,200655,레이프릴 오가닉 코튼 보정팬티 12종,속옷,39900,60.0,128647000.0,3225.0,2019-08-11,8.0,0.016,일,26.3,35.7,1.0,0.0,17.04,좋음
8632,2019-08-11,8,AM,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,128000,60.0,16737000.0,131.0,2019-08-11,8.0,0.026000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8633,2019-08-11,8,AM,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,167000,60.0,66927000.0,401.0,2019-08-11,8.0,0.026000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8634,2019-08-11,8,AM,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,122000,60.0,21041000.0,173.0,2019-08-11,8.0,0.026000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8635,2019-08-11,8,AM,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,159000,60.0,96450000.0,607.0,2019-08-11,8.0,0.026000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8638,2019-08-11,9,AM,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,주방,59800,60.0,139196000.0,2328.0,2019-08-11,8.0,0.023,일,26.3,35.7,1.0,0.0,17.04,좋음
8642,2019-08-11,10,AM,100275,200904,몬테밀라노 크루즈 이지웨어 패키지,속옷,49900,60.0,136957000.0,2745.0,2019-08-11,8.0,0.037000000000000005,일,26.3,35.7,1.0,0.0,17.04,좋음
8651,2019-08-11,11,AM,100037,200091,프라다 사피아노 스퀘어백,잡화,1790000,60.0,18776000.0,11.0,2019-08-11,8.0,0.057999999999999996,일,26.3,35.7,1.0,0.0,17.04,좋음
8652,2019-08-11,11,AM,100037,200100,프라다 테스토 지퍼 토트백,잡화,1280000,60.0,21272000.0,17.0,2019-08-11,8.0,0.057999999999999996,일,26.3,35.7,1.0,0.0,17.04,좋음
8653,2019-08-11,11,AM,100037,200103,프라다 테스토 체인 쇼퍼백,잡화,1590000,60.0,13368000.0,9.0,2019-08-11,8.0,0.057999999999999996,일,26.3,35.7,1.0,0.0,17.04,좋음
8654,2019-08-11,11,AM,100037,200106,프라다 테스토 크로스백,잡화,790000,60.0,11676000.0,15.0,2019-08-11,8.0,0.057999999999999996,일,26.3,35.7,1.0,0.0,17.04,좋음
8655,2019-08-11,11,AM,100037,200111,프라다 투브릿지 선글라스,잡화,248000,60.0,8677000.0,35.0,2019-08-11,8.0,0.057999999999999996,일,26.3,35.7,1.0,0.0,17.04,좋음
8656,2019-08-11,11,AM,100037,200113,프라다 피닉스 토트 숄더백,잡화,1590000,60.0,6734000.0,5.0,2019-08-11,8.0,0.057999999999999996,일,26.3,35.7,1.0,0.0,17.04,좋음
8662,2019-08-11,12,PM,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,60.0,111456000.0,1994.0,2019-08-11,8.0,0.028999999999999998,일,26.3,35.7,1.0,0.0,17.04,좋음
8619,2019-08-11,13,PM,100416,201320,코몽트 남성 프린트티셔츠8종,의류,39900,60.0,163194000.0,4091.0,2019-08-11,8.0,0.066,일,26.3,35.7,1.0,0.0,17.04,좋음
8620,2019-08-11,14,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,215453000.0,1963.0,2019-08-11,8.0,0.113,일,26.3,35.7,1.0,0.0,17.04,좋음
8621,2019-08-11,15,PM,100167,200589,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,60.0,221245000.0,5688.0,2019-08-11,8.0,0.092,일,26.3,35.7,1.0,0.0,17.04,좋음
8622,2019-08-11,16,PM,100322,201481,국내산 손질갑오징어 9팩,농수축,49900,60.0,221777000.0,4445.0,2019-08-11,8.0,0.13699999999999998,일,26.3,35.7,1.0,0.0,17.04,좋음
8623,2019-08-11,17,PM,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900,60.0,129213000.0,3928.0,2019-08-11,8.0,0.111,일,26.3,35.7,1.0,0.0,17.04,좋음
8625,2019-08-11,18,PM,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,60.0,135518000.0,4386.0,2019-08-11,8.0,0.031,일,26.3,35.7,1.0,0.0,17.04,좋음
8626,2019-08-11,18,PM,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,60.0,15112000.0,490.0,2019-08-11,8.0,0.031,일,26.3,35.7,1.0,0.0,17.04,좋음
8628,2019-08-11,19,PM,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,128000,60.0,8117000.0,64.0,2019-08-11,8.0,0.018000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8629,2019-08-11,19,PM,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,167000,60.0,56838000.0,341.0,2019-08-11,8.0,0.018000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8630,2019-08-11,19,PM,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,122000,60.0,15942000.0,131.0,2019-08-11,8.0,0.018000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8631,2019-08-11,19,PM,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,159000,60.0,102445000.0,645.0,2019-08-11,8.0,0.018000000000000002,일,26.3,35.7,1.0,0.0,17.04,좋음
8636,2019-08-11,20,PM,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,60.0,49441000.0,33.0,2019-08-11,8.0,0.053,일,26.3,35.7,1.0,0.0,17.04,좋음
8637,2019-08-11,20,PM,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,60.0,74526000.0,55.0,2019-08-11,8.0,0.053,일,26.3,35.7,1.0,0.0,17.04,좋음
8639,2019-08-11,21,PM,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,548000,60.0,50621000.0,93.0,2019-08-11,8.0,0.017,일,26.3,35.7,1.0,0.0,17.04,좋음
